species,breed_size,age,location,food_cost,preventive_cost,grooming_cost,total_annual_cost,risk_tier
Cat,Medium,8,Urban,299336,9536,4945,360889,HIGH
Dog,Small,10,Urban,213173,11835,3138,262367,HIGH
Dog,Large,2,Urban,407863,9570,6497,487519,HIGH
Dog,Medium,3,Urban,302297,9608,4860,364279,HIGH
Dog,Large,1,Urban,411393,13426,7118,496727,HIGH
Cat,Large,3,Urban,410210,10196,7021,491541,HIGH
Cat,Small,1,Urban,212846,12363,3675,263216,HIGH
Cat,Large,5,Semi-Urban,406760,8246,6520,484754,HIGH
Dog,Medium,2,Urban,300807,10229,5249,363727,HIGH
Dog,Medium,4,Semi-Urban,300963,7301,5762,361129,HIGH
Dog,Large,12,Urban,408757,12358,7535,492947,HIGH
Dog,Large,9,Urban,407750,12679,7260,491842,HIGH
Cat,Medium,13,Semi-Urban,297323,9865,4494,358434,HIGH
Dog,Small,3,Urban,212522,9420,3840,259649,HIGH
Cat,Extra Large,5,Semi-Urban,497819,8295,9176,592583,HIGH
Dog,Large,12,Urban,408026,12380,6634,491096,HIGH
Cat,Small,11,Semi-Urban,214867,10922,2796,262872,HIGH
Cat,Extra Large,12,Semi-Urban,497064,10327,8463,593232,HIGH
Dog,Medium,12,Urban,304302,13721,5205,371712,HIGH
Cat,Large,5,Urban,412178,8913,6712,491973,HIGH
Dog,Large,2,Urban,407668,11042,6823,489362,HIGH
Dog,Medium,13,Urban,305279,13798,5227,372949,HIGH
Dog,Large,8,Urban,409936,10306,7086,491427,HIGH
Dog,Large,5,Semi-Urban,407831,8483,7602,487503,HIGH
Cat,Large,6,Urban,409000,9459,7068,489356,HIGH
Dog,Small,12,Urban,214896,15123,3422,268457,HIGH
Dog,Large,2,Semi-Urban,410623,8321,7031,489871,HIGH
Cat,Large,1,Urban,405985,13573,6427,489882,HIGH
Dog,Large,9,Semi-Urban,407522,10089,6705,487963,HIGH
Dog,Medium,10,Urban,302215,13031,5085,368380,HIGH
Dog,Large,8,Urban,408607,10178,7368,490075,HIGH
Cat,Medium,10,Urban,300789,11725,4513,364581,HIGH
Cat,Medium,1,Urban,299383,14001,5317,366506,HIGH
Cat,Medium,13,Urban,300723,12419,4989,365850,HIGH
Dog,Extra Large,11,Semi-Urban,495889,9990,8220,591213,HIGH
Dog,Large,1,Urban,406974,13893,6697,491698,HIGH
Dog,Large,8,Urban,408321,9750,6597,488368,HIGH
Dog,Medium,8,Urban,299231,9417,5798,361612,HIGH
Dog,Large,13,Semi-Urban,410906,9376,6521,490823,HIGH
Dog,Small,12,Urban,209734,13143,3603,260452,HIGH
Dog,Extra Large,2,Urban,498602,10858,8404,595543,HIGH
Dog,Small,2,Semi-Urban,208921,7639,3572,253151,HIGH
Dog,Small,4,Semi-Urban,210122,7902,3435,254677,HIGH
Dog,Large,6,Urban,408912,10229,6731,489752,HIGH
Dog,Large,9,Urban,406330,12726,6878,489824,HIGH
Cat,Large,11,Urban,403509,13556,6968,487637,HIGH
Dog,Small,7,Urban,213184,10579,3427,261268,HIGH
Dog,Extra Large,12,Urban,496685,12701,8292,595329,HIGH
Dog,Medium,10,Urban,299829,13206,5427,366231,HIGH
Cat,Medium,7,Urban,304796,8998,5458,367139,HIGH
Dog,Small,2,Urban,210378,9932,2560,256300,HIGH
Dog,Small,13,Urban,213672,13162,4232,265725,HIGH
Dog,Medium,11,Urban,301278,12626,5112,366868,HIGH
Dog,Large,12,Urban,405857,13492,6732,489993,HIGH
Dog,Extra Large,11,Urban,494453,12881,7670,592254,HIGH
Dog,Medium,3,Urban,299544,9252,5473,361409,HIGH
Dog,Medium,13,Urban,302733,12940,4573,368282,HIGH
Dog,Large,13,Urban,410824,13974,7232,496834,HIGH
Cat,Medium,8,Semi-Urban,302295,7127,4949,361526,HIGH
Dog,Extra Large,8,Semi-Urban,498265,8272,8393,592169,HIGH
Dog,Large,10,Urban,406760,13107,7049,490953,HIGH
Dog,Large,11,Semi-Urban,409827,11721,6649,492426,HIGH
Dog,Medium,3,Urban,300969,10932,4757,364156,HIGH
Cat,Medium,5,Urban,304106,9434,5067,366398,HIGH
Dog,Extra Large,7,Urban,497495,11376,8061,594471,HIGH
Cat,Medium,11,Urban,302670,13063,4266,367998,HIGH
Dog,Small,3,Urban,214872,9210,4075,262380,HIGH
Dog,Large,8,Urban,409071,10489,6773,490282,HIGH
Dog,Large,4,Urban,406067,9272,6990,485678,HIGH
Dog,Large,12,Urban,407380,13245,7471,492310,HIGH
Dog,Large,9,Semi-Urban,410185,11607,6874,492965,HIGH
Cat,Medium,4,Urban,299684,10638,5294,362958,HIGH
Dog,Large,2,Urban,406759,10124,5946,486253,HIGH
Dog,Small,10,Urban,210451,12798,4461,261866,HIGH
Dog,Medium,7,Semi-Urban,304321,8000,5109,365044,HIGH
Dog,Extra Large,13,Semi-Urban,498033,11282,8681,595695,HIGH
Cat,Large,10,Urban,409553,13145,7001,494153,HIGH
Dog,Large,7,Semi-Urban,407923,7564,6797,485626,HIGH
Dog,Large,7,Semi-Urban,407936,7051,7760,486159,HIGH
Dog,Large,4,Urban,410331,9206,7013,490532,HIGH
Dog,Small,4,Urban,214934,10227,2373,261664,HIGH
Dog,Large,2,Semi-Urban,408978,8074,7432,488156,HIGH
Dog,Medium,12,Semi-Urban,300468,11138,5573,364755,HIGH
Cat,Medium,6,Urban,301467,9656,5143,363705,HIGH
Dog,Extra Large,1,Semi-Urban,494250,8775,8711,588496,HIGH
Dog,Medium,1,Semi-Urban,298001,10390,4733,360092,HIGH
Dog,Medium,13,Urban,301817,13000,5611,368492,HIGH
Dog,Medium,10,Semi-Urban,303541,10325,5741,367548,HIGH
Dog,Medium,5,Urban,300768,10124,5709,364091,HIGH
Cat,Large,10,Urban,405644,14285,6924,490880,HIGH
Dog,Large,10,Semi-Urban,406715,11042,5826,487120,HIGH
Dog,Medium,10,Semi-Urban,303191,10389,4688,366008,HIGH
Dog,Medium,4,Urban,301011,11338,4984,364932,HIGH
Dog,Medium,5,Semi-Urban,298641,7597,5755,358791,HIGH
Dog,Medium,7,Semi-Urban,302376,7527,6050,363345,HIGH
Dog,Medium,12,Urban,303309,13457,4987,370015,HIGH
Dog,Small,8,Urban,213019,10389,3984,261500,HIGH
Dog,Medium,9,Semi-Urban,301745,10360,5066,364746,HIGH
Dog,Medium,4,Urban,303220,8187,5140,364029,HIGH
Dog,Large,2,Urban,404303,10047,6120,483540,HIGH
Dog,Large,2,Urban,409405,10678,8044,492346,HIGH
Dog,Large,6,Semi-Urban,407534,8807,7172,487039,HIGH
Dog,Small,12,Urban,209554,13076,3829,260427,HIGH
Dog,Small,6,Urban,210790,9634,4064,258161,HIGH
Dog,Small,8,Urban,212284,9891,3656,259705,HIGH
Cat,Extra Large,12,Urban,495909,11932,7946,593155,HIGH
Dog,Large,9,Semi-Urban,408277,11771,6880,490967,HIGH
Dog,Large,3,Urban,409403,10470,6430,490248,HIGH
Dog,Large,3,Urban,411389,9402,6438,491313,HIGH
Dog,Extra Large,4,Urban,494034,9337,8490,588640,HIGH
Dog,Large,10,Urban,408938,12779,6675,492650,HIGH
Dog,Medium,11,Urban,304773,13650,5606,372633,HIGH
Cat,Large,9,Semi-Urban,407629,10309,6487,488088,HIGH
Cat,Medium,10,Semi-Urban,298401,10864,5660,362163,HIGH
Cat,Small,5,Semi-Urban,211422,7705,3978,256570,HIGH
Dog,Small,13,Semi-Urban,215963,10710,3930,265193,HIGH
Dog,Large,5,Urban,410646,10929,6207,491949,HIGH
Dog,Large,2,Semi-Urban,405278,7205,8232,483822,HIGH
Dog,Large,4,Semi-Urban,408507,8797,6971,487916,HIGH
Cat,Small,10,Urban,213062,12334,2874,262510,HIGH
Dog,Small,1,Urban,215990,12879,3962,267755,HIGH
Dog,Medium,13,Semi-Urban,298199,9460,5240,359833,HIGH
Cat,Medium,9,Urban,299668,12488,4616,364287,HIGH
Cat,Medium,13,Semi-Urban,297456,10219,5289,359908,HIGH
Dog,Medium,11,Urban,300959,13474,5173,367546,HIGH
Cat,Large,12,Semi-Urban,407817,9945,6438,487830,HIGH
Dog,Medium,8,Semi-Urban,302006,7346,4979,361480,HIGH
Dog,Large,12,Semi-Urban,411760,10224,6759,493054,HIGH
Dog,Medium,1,Semi-Urban,299486,10122,5429,362292,HIGH
Cat,Medium,13,Urban,302829,13172,4782,368900,HIGH
Dog,Small,10,Semi-Urban,209623,10623,3697,257534,HIGH
Dog,Large,8,Urban,407569,9959,5638,486640,HIGH
Dog,Large,12,Semi-Urban,409649,10252,6454,490308,HIGH
Cat,Large,5,Urban,408620,9849,6772,489027,HIGH
Cat,Medium,13,Urban,304565,13303,5449,371814,HIGH
Dog,Medium,4,Urban,302913,10575,4714,365932,HIGH
Dog,Medium,8,Semi-Urban,304367,8127,5086,365217,HIGH
Dog,Small,11,Urban,210180,12604,3817,260591,HIGH
Cat,Medium,10,Urban,297449,12690,4401,361721,HIGH
Dog,Large,11,Urban,408988,12210,6950,492370,HIGH
Cat,Large,6,Semi-Urban,407983,7925,7675,487120,HIGH
Dog,Medium,10,Semi-Urban,300676,10793,4503,363367,HIGH
Cat,Small,13,Urban,212324,12612,3682,262910,HIGH
Cat,Medium,5,Semi-Urban,302770,9086,4750,364096,HIGH
Dog,Medium,9,Semi-Urban,304914,9769,4706,367297,HIGH
Cat,Large,8,Semi-Urban,404711,7146,7059,481753,HIGH
Dog,Medium,10,Urban,303398,13917,5742,371515,HIGH
Dog,Medium,10,Urban,301806,13182,5092,368092,HIGH
Dog,Medium,1,Urban,302152,12317,3951,366183,HIGH
Cat,Medium,12,Semi-Urban,300666,9685,4474,362048,HIGH
Dog,Extra Large,9,Semi-Urban,497266,11848,7854,594513,HIGH
Dog,Medium,4,Urban,300451,10084,5977,363988,HIGH
Dog,Medium,13,Urban,297536,13502,5254,363735,HIGH
Dog,Small,10,Urban,213107,12676,4114,264381,HIGH
Dog,Large,10,Urban,406695,13987,7275,492150,HIGH
Dog,Medium,13,Urban,299788,12775,5500,365772,HIGH
Cat,Medium,6,Urban,302394,9038,5276,364214,HIGH
Cat,Medium,2,Semi-Urban,301636,7610,4895,361262,HIGH
Dog,Small,1,Urban,214219,12238,3995,265019,HIGH
Dog,Extra Large,10,Urban,496975,13201,8305,596253,HIGH
Cat,Medium,11,Urban,301651,12858,5388,367881,HIGH
Dog,Medium,3,Urban,302935,9242,4426,364093,HIGH
Dog,Medium,11,Semi-Urban,300327,9891,5944,363586,HIGH
Cat,Small,10,Urban,213904,12641,3414,264452,HIGH
Dog,Large,11,Semi-Urban,410162,8872,7155,490117,HIGH
Dog,Large,1,Semi-Urban,405840,10900,6660,486910,HIGH
Cat,Medium,7,Urban,298429,9872,4904,360185,HIGH
Dog,Extra Large,1,Urban,495565,12859,8020,593910,HIGH
Cat,Small,9,Urban,214241,14061,3186,266211,HIGH
Dog,Large,6,Semi-Urban,405628,7816,6061,482430,HIGH
Dog,Small,13,Urban,211658,13705,3468,263155,HIGH
Cat,Small,5,Urban,215748,9803,3940,263914,HIGH
Cat,Medium,2,Semi-Urban,301020,7706,3582,359154,HIGH
Dog,Medium,4,Semi-Urban,302805,7314,4906,362278,HIGH
Dog,Large,10,Urban,408049,13994,6302,492596,HIGH
Dog,Medium,13,Urban,302251,12734,5579,368648,HIGH
Dog,Medium,8,Urban,299904,9185,5267,361509,HIGH
Dog,Small,10,Semi-Urban,212505,10694,3271,260440,HIGH
Dog,Medium,2,Urban,298356,11047,5049,361619,HIGH
Dog,Small,2,Urban,211168,10809,3620,259436,HIGH
Dog,Large,12,Urban,404623,13354,7234,488992,HIGH
Dog,Large,11,Semi-Urban,407726,11108,7168,489902,HIGH
Dog,Medium,12,Urban,302737,14129,4395,369450,HIGH
Dog,Medium,1,Urban,302040,13524,5106,368770,HIGH
Cat,Large,4,Urban,410601,9226,6279,490021,HIGH
Dog,Large,3,Semi-Urban,407903,7624,6533,485369,HIGH
Dog,Extra Large,5,Urban,501136,10722,8703,598645,HIGH
Cat,Medium,12,Semi-Urban,301217,10825,5240,364874,HIGH
Dog,Medium,8,Urban,303195,11199,5037,367345,HIGH
Dog,Large,4,Urban,408161,9950,6372,488155,HIGH
Cat,Large,3,Semi-Urban,410863,6808,5835,487031,HIGH
Dog,Medium,13,Semi-Urban,301787,10221,4570,364064,HIGH
Dog,Medium,6,Urban,302579,11304,6016,367883,HIGH
Dog,Large,2,Urban,410168,7955,6750,488603,HIGH
Dog,Large,5,Urban,411393,9880,6498,491936,HIGH
Cat,Large,7,Semi-Urban,409411,9147,7664,490155,HIGH
Dog,Medium,2,Urban,302008,9182,4913,363518,HIGH
Dog,Large,12,Urban,409557,13151,7059,494232,HIGH
Dog,Extra Large,4,Urban,498251,10638,8494,594990,HIGH
Cat,Extra Large,8,Urban,496492,9893,8440,592048,HIGH
Dog,Large,2,Semi-Urban,409202,9528,7100,489704,HIGH
Dog,Small,2,Semi-Urban,212223,9574,4242,259944,HIGH
Cat,Medium,9,Urban,303879,11252,4578,367665,HIGH
Cat,Small,5,Urban,213646,10541,2875,261121,HIGH
Dog,Small,9,Urban,213035,14086,3492,265204,HIGH
Dog,Extra Large,13,Urban,495386,12641,8837,594393,HIGH
Cat,Small,5,Semi-Urban,214654,7701,4421,260792,HIGH
Cat,Extra Large,11,Semi-Urban,498105,11656,7777,595168,HIGH
Dog,Large,10,Urban,405430,13221,6250,488636,HIGH
Cat,Large,4,Urban,410641,10712,6601,492147,HIGH
Dog,Large,13,Urban,409041,13483,7032,493989,HIGH
Dog,Large,2,Urban,409947,10288,7216,491568,HIGH
Dog,Small,1,Urban,214480,13348,3472,265995,HIGH
Cat,Large,3,Urban,408554,9424,7056,488789,HIGH
Dog,Large,4,Semi-Urban,407731,7545,7009,485627,HIGH
Dog,Large,13,Urban,409978,12284,7046,493704,HIGH
Cat,Small,8,Urban,217524,9750,3361,265230,HIGH
Cat,Medium,8,Semi-Urban,302679,5681,4683,359999,HIGH
Dog,Medium,2,Semi-Urban,304199,9867,4980,366902,HIGH
Dog,Medium,3,Urban,303620,9305,5801,366534,HIGH
Dog,Medium,13,Urban,298924,11508,4966,362707,HIGH
Dog,Extra Large,4,Semi-Urban,496137,7769,8845,589663,HIGH
Cat,Medium,12,Urban,300479,14633,5073,368212,HIGH
Dog,Medium,9,Semi-Urban,300520,10118,4146,362001,HIGH
Dog,Small,13,Urban,211288,12366,3567,261304,HIGH
Cat,Medium,9,Urban,299845,13617,5874,367236,HIGH
Dog,Large,10,Urban,410732,12349,6389,493890,HIGH
Dog,Large,3,Semi-Urban,406912,6410,7343,483764,HIGH
Dog,Large,3,Semi-Urban,406001,9339,6704,485350,HIGH
Dog,Large,2,Semi-Urban,412501,8943,7318,493076,HIGH
Cat,Large,1,Semi-Urban,406396,10397,6684,486998,HIGH
Dog,Medium,12,Urban,306355,12405,5239,372598,HIGH
Cat,Medium,8,Urban,302895,10885,5474,367142,HIGH
Dog,Medium,11,Urban,305106,13060,5208,371880,HIGH
Cat,Medium,1,Urban,299278,13388,5268,365624,HIGH
Cat,Large,1,Urban,407300,14221,7596,493484,HIGH
Cat,Large,8,Urban,407705,11103,6416,489007,HIGH
Dog,Small,11,Urban,212278,13394,3534,263586,HIGH
Dog,Large,2,Semi-Urban,408698,7784,6616,486562,HIGH
Dog,Medium,4,Urban,302896,9075,5178,364721,HIGH
Dog,Large,7,Urban,408779,10235,6928,489833,HIGH
Dog,Small,3,Urban,213482,11381,3580,262709,HIGH
Dog,Medium,2,Urban,302756,9898,4699,364955,HIGH
Dog,Large,7,Urban,408796,11124,6800,490728,HIGH
Dog,Large,9,Semi-Urban,406840,11571,6411,488545,HIGH
Dog,Small,4,Urban,214973,10821,3742,263966,HIGH
Dog,Medium,6,Urban,303107,9663,5792,366346,HIGH
Dog,Large,1,Semi-Urban,411455,9774,7611,493166,HIGH
Dog,Large,5,Semi-Urban,406803,8638,5882,484521,HIGH
Dog,Small,5,Semi-Urban,213805,9394,3834,261087,HIGH
Dog,Medium,12,Urban,302220,13502,4885,368698,HIGH
Dog,Small,5,Urban,212707,9314,3656,259528,HIGH
Dog,Medium,4,Semi-Urban,304222,7520,5259,364551,HIGH
Cat,Large,8,Urban,410762,9894,6883,491669,HIGH
Dog,Medium,2,Semi-Urban,302062,7804,5080,362187,HIGH
Cat,Small,7,Urban,211684,10632,4068,260341,HIGH
Dog,Small,11,Urban,214721,12086,4135,265583,HIGH
Cat,Small,12,Urban,215197,13334,4031,267446,HIGH
Dog,Small,10,Urban,216947,13062,3505,268541,HIGH
Dog,Large,10,Urban,410412,13222,7602,495921,HIGH
Cat,Medium,9,Urban,301572,13345,4391,367204,HIGH
Cat,Small,3,Urban,215174,9613,3485,262512,HIGH
Dog,Large,3,Semi-Urban,405926,7114,6357,482306,HIGH
Dog,Large,3,Urban,406327,8716,6668,484967,HIGH
Dog,Medium,3,Urban,302053,10573,5380,365706,HIGH
Dog,Medium,7,Semi-Urban,299811,6867,5515,359021,HIGH
Cat,Large,7,Urban,408364,9538,7328,489014,HIGH
Dog,Medium,7,Semi-Urban,300723,8854,5688,362554,HIGH
Dog,Medium,1,Urban,300059,13707,6064,367804,HIGH
Cat,Small,10,Semi-Urban,214120,10626,3387,262352,HIGH
Dog,Large,6,Urban,407040,9753,6889,487234,HIGH
Dog,Small,13,Semi-Urban,212418,10665,1999,258844,HIGH
Cat,Small,2,Urban,216768,10352,3891,265662,HIGH
Dog,Small,10,Semi-Urban,214106,10677,4435,263600,HIGH
Dog,Medium,7,Semi-Urban,299978,8363,5013,360357,HIGH
Dog,Extra Large,7,Semi-Urban,497146,8485,8977,591799,HIGH
Dog,Medium,13,Semi-Urban,302934,8775,4837,364027,HIGH
Dog,Medium,3,Semi-Urban,301968,7657,4357,361079,HIGH
Dog,Small,5,Urban,209196,8589,2964,253861,HIGH
Dog,Large,6,Urban,406740,10253,6875,487448,HIGH
Cat,Small,1,Urban,214799,13619,2683,265766,HIGH
Dog,Medium,3,Urban,303604,10240,5696,367471,HIGH
Cat,Small,10,Semi-Urban,215287,8647,3787,261879,HIGH
Dog,Medium,9,Urban,300768,13471,5863,368117,HIGH
Dog,Large,7,Semi-Urban,409366,9009,7179,489387,HIGH
Dog,Small,8,Urban,210017,11700,3937,259502,HIGH
Dog,Extra Large,8,Urban,491674,10569,8203,587012,HIGH
Dog,Medium,1,Urban,302696,13879,5331,370191,HIGH
Dog,Medium,4,Urban,301291,9180,4905,362682,HIGH
Dog,Extra Large,10,Urban,499343,11944,8496,597750,HIGH
Dog,Small,2,Semi-Urban,212469,6700,2881,255357,HIGH
Dog,Medium,10,Urban,303311,13976,4920,370538,HIGH
Dog,Large,4,Semi-Urban,408683,7751,7429,487442,HIGH
Dog,Extra Large,2,Urban,500115,9226,7997,594938,HIGH
Cat,Medium,9,Semi-Urban,302392,10853,4917,365886,HIGH
Dog,Extra Large,9,Semi-Urban,496516,10770,8053,592639,HIGH
Dog,Small,6,Semi-Urban,210461,6688,3835,254131,HIGH
Cat,Large,13,Semi-Urban,406531,10006,6919,486974,HIGH
Dog,Large,8,Urban,408913,10343,7320,490562,HIGH
Dog,Extra Large,1,Urban,496330,11004,7684,592270,HIGH
Dog,Medium,1,Semi-Urban,303500,10845,4711,366914,HIGH
Cat,Small,6,Urban,211382,10717,4118,260149,HIGH
Dog,Large,11,Urban,408850,13171,7104,493493,HIGH
Dog,Medium,6,Semi-Urban,301477,8336,5133,362187,HIGH
Dog,Large,4,Urban,406456,10819,7231,488181,HIGH
Dog,Large,10,Urban,411589,13497,6117,495883,HIGH
Cat,Extra Large,1,Semi-Urban,496703,8881,8938,591700,HIGH
Dog,Extra Large,7,Urban,497524,9408,8522,592772,HIGH
Dog,Large,5,Urban,406689,8108,7330,485446,HIGH
Dog,Small,3,Semi-Urban,214096,7421,4581,260012,HIGH
Dog,Large,7,Urban,405729,11331,6777,487412,HIGH
Dog,Large,12,Urban,409239,12704,6193,492356,HIGH
Dog,Large,9,Semi-Urban,409323,9478,7584,490342,HIGH
Dog,Large,12,Semi-Urban,411057,10837,7224,493485,HIGH
Dog,Medium,12,Semi-Urban,302219,10173,5000,365000,HIGH
Dog,Large,10,Urban,406870,14554,7183,492898,HIGH
Cat,Extra Large,7,Urban,492873,10714,9046,589527,HIGH
Dog,Medium,4,Urban,300160,9892,5070,362390,HIGH
Cat,Medium,2,Urban,303807,9943,6093,367819,HIGH
Dog,Large,2,Urban,411468,10918,7212,494037,HIGH
Dog,Small,1,Urban,210313,14641,3605,262842,HIGH
Dog,Medium,8,Urban,301270,9595,5799,364163,HIGH
Dog,Medium,12,Urban,299111,12129,4409,362996,HIGH
Dog,Large,10,Urban,411155,13745,7255,496978,HIGH
Dog,Medium,6,Semi-Urban,303296,8015,5291,364092,HIGH
Dog,Small,8,Urban,211804,10522,3213,259369,HIGH
Dog,Large,4,Semi-Urban,410988,9232,7038,491346,HIGH
Cat,Large,6,Urban,404377,9920,6557,483982,HIGH
Dog,Large,6,Urban,409506,9605,7350,490430,HIGH
Dog,Large,7,Urban,411687,9996,6986,492969,HIGH
Dog,Extra Large,3,Urban,494312,9065,8934,589157,HIGH
Dog,Large,9,Urban,407049,14312,6931,492535,HIGH
Dog,Extra Large,11,Urban,500713,11986,7744,598509,HIGH
Dog,Large,12,Urban,410756,12152,8261,495844,HIGH
Dog,Extra Large,2,Urban,497171,9375,8731,592568,HIGH
Cat,Medium,7,Semi-Urban,303456,8449,5682,365225,HIGH
Dog,Medium,10,Urban,300769,12439,5544,366564,HIGH
Dog,Small,9,Urban,212935,14445,4033,266124,HIGH
Dog,Medium,11,Urban,303515,12415,5081,369162,HIGH
Dog,Medium,5,Urban,299491,8942,5713,361267,HIGH
Dog,Large,12,Urban,407482,13690,7038,492441,HIGH
Dog,Large,11,Urban,403486,12911,7485,487464,HIGH
Dog,Medium,10,Urban,300538,13074,4578,365918,HIGH
Cat,Medium,1,Urban,304919,13155,5554,372172,HIGH
Cat,Medium,3,Urban,300449,11425,5307,364758,HIGH
Dog,Medium,8,Semi-Urban,303088,7232,5293,362954,HIGH
Dog,Medium,11,Urban,301407,13779,4903,368102,HIGH
Dog,Medium,6,Urban,304563,9594,5632,367757,HIGH
Dog,Small,1,Semi-Urban,215544,11178,3927,265246,HIGH
Dog,Small,4,Urban,211833,9309,2774,257503,HIGH
Dog,Medium,2,Semi-Urban,301023,7715,4963,360756,HIGH
Dog,Small,2,Semi-Urban,211959,7530,3107,255985,HIGH
Dog,Medium,6,Urban,303189,10046,4959,365923,HIGH
Cat,Large,13,Urban,411703,11698,7168,495154,HIGH
Dog,Large,9,Urban,412294,11810,7320,496137,HIGH
Dog,Medium,13,Urban,305109,13525,5565,372828,HIGH
Cat,Large,13,Urban,410401,12799,7442,495238,HIGH
Cat,Large,7,Urban,412063,11999,7216,495969,HIGH
Dog,Small,8,Semi-Urban,212677,8257,2287,256704,HIGH
Dog,Small,5,Urban,212577,10364,3843,260801,HIGH
Dog,Medium,6,Urban,303174,10651,6114,367929,HIGH
Dog,Small,9,Urban,214713,12489,4265,266187,HIGH
Dog,Large,2,Urban,410064,9723,6681,490438,HIGH
Dog,Medium,8,Semi-Urban,298611,8481,5324,359278,HIGH
Dog,Small,4,Semi-Urban,212716,7820,3664,257830,HIGH
Dog,Small,2,Semi-Urban,218921,9638,3229,266556,HIGH
Dog,Medium,10,Urban,300588,13823,4529,366781,HIGH
Cat,Large,9,Urban,408418,13077,6127,491765,HIGH
Dog,Large,12,Urban,409008,13114,6848,493315,HIGH
Dog,Large,7,Urban,406205,10246,6678,486598,HIGH
Cat,Medium,2,Urban,301684,10386,4729,364318,HIGH
Dog,Medium,6,Urban,303594,8861,4952,365018,HIGH
Dog,Small,4,Urban,212235,10330,3412,259873,HIGH
Cat,Extra Large,12,Semi-Urban,497372,11522,9024,595605,HIGH
Dog,Medium,12,Urban,302246,11861,5311,367330,HIGH
Dog,Large,12,Urban,410485,14584,5967,495691,HIGH
Cat,Medium,3,Semi-Urban,299736,7196,5053,358782,HIGH
Dog,Large,3,Urban,407682,10914,5423,487621,HIGH
Cat,Small,5,Urban,214875,9781,2937,261731,HIGH
Dog,Large,13,Urban,408186,13099,6606,492074,HIGH
Dog,Large,11,Urban,409957,14242,6562,495375,HIGH
Dog,Large,3,Urban,409426,10635,8159,492453,HIGH
Dog,Extra Large,5,Urban,494705,9460,8993,590131,HIGH
Dog,Large,13,Urban,405926,13828,6056,489681,HIGH
Dog,Medium,4,Semi-Urban,301919,7275,4496,360743,HIGH
Dog,Small,7,Urban,213824,9831,3742,261506,HIGH
Dog,Large,2,Semi-Urban,409239,7153,7141,487062,HIGH
Dog,Extra Large,7,Urban,497183,11623,7491,593741,HIGH
Dog,Large,2,Semi-Urban,408958,8065,7120,487764,HIGH
Dog,Large,12,Urban,409820,13966,6553,494889,HIGH
Cat,Small,2,Semi-Urban,212705,9579,3560,259720,HIGH
Dog,Large,2,Semi-Urban,408144,8742,6620,487031,HIGH
Dog,Small,7,Urban,213769,10593,3768,262349,HIGH
Cat,Small,11,Urban,211013,14641,2697,262603,HIGH
Dog,Small,6,Urban,212089,10592,4092,260788,HIGH
Dog,Large,10,Urban,406655,13176,6953,490801,HIGH
Dog,Medium,7,Urban,298691,11023,4946,361859,HIGH
Dog,Medium,2,Semi-Urban,299860,7650,4191,358456,HIGH
Dog,Small,4,Urban,209586,10784,3140,257036,HIGH
Dog,Medium,3,Semi-Urban,298711,7653,4802,357840,HIGH
Dog,Medium,10,Semi-Urban,303380,10893,4997,367160,HIGH
Dog,Large,5,Urban,409878,9067,6261,488986,HIGH
Dog,Extra Large,1,Semi-Urban,496733,9624,9420,593143,HIGH
Cat,Large,13,Urban,410465,12125,6360,493292,HIGH
Dog,Medium,3,Urban,302979,9733,4925,365282,HIGH
Dog,Small,10,Semi-Urban,212347,11913,3448,261864,HIGH
Dog,Medium,11,Semi-Urban,299131,11568,5119,363190,HIGH
Cat,Large,12,Semi-Urban,410528,10568,7128,492457,HIGH
Dog,Large,7,Urban,405041,9837,6650,484757,HIGH
Dog,Large,6,Urban,408284,10235,7914,490397,HIGH
Dog,Small,4,Urban,212801,10450,4073,261422,HIGH
Dog,Medium,6,Urban,301332,10133,5794,364847,HIGH
Cat,Medium,13,Urban,303291,12210,5107,368699,HIGH
Dog,Medium,6,Urban,300090,9837,5391,362615,HIGH
Cat,Large,11,Urban,408857,12219,6900,492172,HIGH
Cat,Medium,2,Semi-Urban,304552,7702,4392,364142,HIGH
Dog,Large,8,Urban,410418,10650,6516,491721,HIGH
Cat,Large,11,Semi-Urban,408004,10932,6928,489743,HIGH
Cat,Extra Large,11,Urban,493651,13588,8286,592853,HIGH
Dog,Large,13,Urban,408598,12699,6193,491613,HIGH
Dog,Medium,9,Urban,302486,12666,5203,368408,HIGH
Dog,Large,4,Urban,411807,9949,6265,492224,HIGH
Dog,Medium,1,Urban,305464,12697,4590,371163,HIGH
Dog,Medium,5,Urban,299210,9941,5507,361856,HIGH
Dog,Small,2,Urban,212386,9757,3833,259872,HIGH
Cat,Small,12,Semi-Urban,212070,10213,2967,259037,HIGH
Dog,Medium,2,Urban,302198,10319,5632,365871,HIGH
Cat,Extra Large,12,Urban,495979,12780,7322,593493,HIGH
Dog,Extra Large,6,Urban,493828,10341,8794,589907,HIGH
Cat,Large,5,Urban,407386,9729,6726,487417,HIGH
Dog,Extra Large,4,Semi-Urban,493168,8471,8481,586638,HIGH
Dog,Medium,4,Urban,299794,9070,5403,361407,HIGH
Dog,Medium,5,Urban,305333,10030,5197,368644,HIGH
Dog,Large,10,Urban,407999,13060,6048,491173,HIGH
Dog,Medium,11,Urban,301382,14243,4882,368583,HIGH
Dog,Medium,3,Urban,299568,9758,4990,361463,HIGH
